File Name,Last Modified Time,File Size (Bytes),File Type Value,Permissions Value,Last Modified Time Pro,File Size (Bytes) Pro,File Type Value Pro,Permissions Value Pro,Score,important
backup_now.html,18.0875,2773.0,3,1,0.001393103190242197,1.4552457900437327e-05,1.0,0.0,0.8972428985353165,1
base.html,70.67416667,5491.0,3,1,0.0054433397128229866,6.022633847017019e-05,1.0,0.0,0.8892337732512944,1
base_style.html,70.67416667,3897.0,3,1,0.0054433397128229866,3.344040556797954e-05,1.0,0.0,0.88918020138549,1
Client_Mac.py,47.72694444,7609.0,3,1,0.0036759396577678554,9.581768469779864e-05,1.0,0.0,0.8928397560538599,1
Client_Win.py,70.67416667,4196.0,3,1,0.0054433397128229866,3.846486851512823e-05,1.0,0.0,0.8891902503113843,1
correlation analysis.py,698.7808333,1907.0,3,1,0.05382025200554698,0.0,1.0,0.0,0.7923594959889061,1
Data processing.py,742.3152778,10735.0,3,3,0.057173284404627656,0.0001483476886201625,1.0,1.0,1.2859501265679851,1
Data processing2.py,741.8238889,2266.0,3,3,0.05713543752450384,6.032716381359127e-06,1.0,1.0,1.285741190383755,1
data_2028.py,743.5044444,2109.0,3,3,0.057264874275211736,3.394453228508477e-06,1.0,1.0,1.2854770403560336,1
edit.html,70.67416667,3744.0,3,1,0.0054433397128229866,3.086935931074292e-05,1.0,0.0,0.8891750592929756,1
flow chart.jpg,684.1986111,938130.0,1,3,0.052697126075062356,0.01573250091561332,0.0,1.0,0.4260707496811019,0
login.html,70.67416667,4993.0,3,1,0.0054433397128229866,5.185783496622355e-05,1.0,0.0,0.8892170362442865,1
MAE and RMSE.png,699.185,86157.0,1,1,0.053851381012826015,0.0014157558638704904,0.0,0.0,-0.10487125029791104,0
medal variation.py,692.8341667,3123.0,3,1,0.053362238448573004,2.0433936266664884e-05,1.0,0.0,0.7933163909753873,1
monitor.html,18.38666667,12769.0,3,1,0.0014161450723370768,0.00018252748003989635,1.0,0.0,0.8975327648154057,1
Our Work.jpg,700.1511111,1932179.0,1,3,0.053925791100208925,0.032436722882670854,0.0,1.0,0.45702186356492386,0
pie-simple.png,683.7508333,137347.0,1,1,0.05266263813136092,0.0022759640854910293,0.0,0.0,-0.10077334809173978,0
QQ图片20240505150924.gif,7103.516389,121622.0,1,1,0.5471143797348242,0.0020117176646083767,0.0,0.0,-1.0902053241404317,0
QQ图片20240505150936.gif,7103.513056,67083.0,1,1,0.547114123026438,0.0010952320971349921,0.0,0.0,-1.092037781858606,0
QQ图片20240622203752.jpg,5946.040833,47708.0,1,1,0.45796536026331286,0.0007696502590045381,0.0,0.0,-0.9143914200086166,0
QQ图片20240627201539.jpg,5826.411389,27265.0,1,1,0.44875147442595,0.00042612150974513825,0.0,0.0,-0.8966507058324097,0
summerOly_athletes.csv,1651.721389,23809049.0,1,3,0.1272159411973558,0.4000605446705927,0.0,1.0,1.0456892069464738,1
入团申请书 陈韬之.docx,10241.63083,17241.0,1,1,0.7888126375981115,0.000257675969336381,0.0,0.0,-1.5771099232575503,0
入团申请书稿纸电子版（手写）(1).xls,10242.14556,22528.0,1,1,0.788852282214842,0.00034651990111422414,0.0,0.0,-1.5770115246274556,0
公示版-11班-2023-2024年度哈工大（深圳）基础学部2023级本科生综合测评表11班.xlsx,3863.454444,18305.0,1,1,0.2975641029048677,0.00027555566356971277,0.0,0.0,-0.5945770944825959,0
华萌奖学金申请审批表.doc,1941.7025,48640.0,1,1,0.14955034953704216,0.0007853117956826068,0.0,0.0,-0.2975300754827191,0
华萌奖学金答辩演讲稿.docx,1513.841111,18506.0,1,1,0.11659637214948954,0.00027893331257431775,0.0,0.0,-0.23263487767383043,0
名帅效应的影响.png,690.5038889,1437548.0,1,3,0.0531827599447814,0.02412483280905513,0.0,1.0,0.44188414572854745,0
团课心得.docx,6623.095278,18015.0,1,1,0.5101122411090439,0.00027068243863769567,0.0,0.0,-1.0196831173408123,0
微信图片_20230903150413.jpg,12983.60389,11511.0,1,1,1.0,0.00016138776636928417,0.0,0.0,-1.9996772244672614,0
微信图片_20231220095010.jpg,10396.93028,52823.0,1,1,0.8007738350680691,0.000855603864270978,0.0,0.0,-1.5998364624075962,0
微信图片_20231225205230.jpg,10265.7975,12411.0,1,1,0.7906739597860607,0.00017651156788244074,0.0,0.0,-1.5809948964363565,0
微信图片_20231225205254.jpg,10265.79111,13165.0,1,1,0.7906734676268686,0.00018918195270568525,0.0,0.0,-1.580968571348326,0
微信图片_20240122224337.jpg,9591.947778,89997.0,1,1,0.7387739074039172,0.0014802840836599586,0.0,0.0,-1.4745872466405145,0
微信图片_20240523222330.jpg,6664.282778,53199.0,1,1,0.5132845113314682,0.0008619222524586966,0.0,0.0,-1.024845178158019,0
微信图片_20240627151659.jpg,5831.388889,289003.0,1,3,0.4491348425602654,0.0048244254658013335,0.0,1.0,-0.38862083418892823,0
微信图片_20240928185226.png,3595.794167,61181.0,1,1,0.2769488500623073,0.0009960535676564921,0.0,0.0,-0.5519055929893016,0
微信图片_20250127145917.png,695.685,233807.0,1,3,0.05358181025037417,0.0038968995232233437,0.0,1.0,0.4006301785456983,0
微积分B2023年期末试题（哈工大）.pdf,5658.550278,483725.0,1,3,0.4358227750892976,0.008096577552740082,0.0,1.0,-0.3554523950731151,0
微积分春季期末试题集答案.pdf,5981.129722,3317019.0,1,3,0.46066791413797514,0.05570788431320391,0.0,1.0,-0.3099200596495425,0
总的思路（部分已作废）.docx,750.0147222,252190.0,1,1,0.05776629728958868,0.004205811571241519,0.0,0.0,-0.10712097143669433,0
新建 Microsoft PowerPoint 演示文稿.pptx,690.5019444,656254.0,1,3,0.053182610178967804,0.010995793498588294,0.0,1.0,0.41562636663924096,0
电子签名.jpg,1849.415556,18522.0,1,1,0.14244238900606201,0.0002792021801567739,0.0,0.0,-0.28432637365181046,0
祖国或以梦为马朗诵稿.docx,6744.621944,15684.0,1,1,0.519472251398144,0.00023151179271862016,0.0,0.0,-1.0384814792108508,0
计算机与电子通信11班 大学物理作业成绩.xls,5972.332222,26112.0,1,1,0.459990328771498,0.00040674623958439435,0.0,0.0,-0.9191671650638271,0
进步退步.py,692.5622222,3144.0,3,1,0.05334129322394169,2.078682496863854e-05,1.0,0.0,0.7933589872020539,1
微信图片_20250127145917.png,575.685,408420.1258024032,1,1,0.04433938410916816,0.006831137585698216,0.0,0.0,-0.0750164930469399,0
QQ图片20240505150936.gif,7031.513056,198234.60512711725,1,3,0.5415686673417145,0.0032991330349954467,0.0,1.0,-0.5765390686134382,0
summerOly_athletes.csv,1483.721389,59510754.641055554,1,3,0.11427654459966739,1.0,0.0,1.0,2.271446910800665,1
flow chart.jpg,588.1986111,2169842.394550536,3,1,0.045303185162097546,0.036430471778365656,1.0,0.0,0.8822545732325362,1
23级基础学部本科生2023-2024年度学业奖学金公示.xlsx,3640.278889,110925.95209389836,1,1,0.2803750730414497,0.0018319788807116047,0.0,0.0,-0.5570861883214762,0
2023年秋数理逻辑期末考试回忆版试题.pdf,1457.643889,1785927.3852909587,1,1,0.11226804986885655,0.02997907800285064,0.0,0.0,-0.16457794373201182,0
2022秋集合论与图论.pdf,1577.641667,271721.0020683016,1,1,0.12151030487113852,0.004534014903057123,0.0,0.0,-0.2339525799361628,0
login.html,0.0,9237.377816864777,3,1,0.0,0.00012318131013189877,1.0,0.0,0.9002463626202638,1
Data processing2.py,597.8238889,6090.198897719039,1,3,0.046044526155056636,7.02954109101757e-05,0.0,1.0,0.40805153851170706,0
祖国或以梦为马朗诵稿.docx,6576.621944,43213.2197872954,3,3,0.5065328548004556,0.0006941189659131958,1.0,1.0,0.3883225283309152,0
电子签名.jpg,1729.415556,36554.98221544231,3,1,0.133199962864856,0.0005822324509530317,1.0,0.0,0.6347645391721941,1
11班-23级德育成绩单活动记录1030-班长 (1).xlsx,5713.901389,34318.21627809713,1,1,0.44008592971639093,0.0005446453353221448,0.0,0.0,-0.8790825687621375,0
名帅效应的影响.png,474.5038889,3076094.939800883,1,3,0.03654639289061059,0.05165934246187588,0.0,1.0,0.5302258991425306,0
微信图片_20231225205230.jpg,10193.7975,37193.4753391175,1,3,0.785128504101337,0.0005929618323641194,0.0,1.0,-1.0690710845379459,0
电子签名.jpg,1705.415556,40337.96101574166,1,3,0.1313514776366148,0.0006458024737354834,0.0,1.0,0.23858864967424137,0
2022秋集合论与图论.pdf,1457.641667,316754.1109321072,1,3,0.11226787872993252,0.005290761347475532,0.0,1.0,0.286045765235086,0
Client_Win.py,0.0,9370.577408336369,3,1,0.0,0.0001254196258908431,1.0,0.0,0.9002508392517817,1
11班-23级德育成绩单活动记录1030-班长 (1).xlsx,5665.901389,19494.435012124395,1,1,0.4363889592599085,0.000295543195832122,0.0,0.0,-0.8721868321281527,0
login.html,0.0,9398.096165334486,3,1,0.0,0.00012588205724498567,1.0,0.0,0.90025176411449,1
祖国或以梦为马朗诵稿.docx,6528.621944,35119.515708831415,3,1,0.5028358843439732,0.0005581105503699568,1.0,0.0,-0.10455554758720653,0
app.py,0.0,49943.1026058666,3,1,0.0,0.0008072094236408331,1.0,0.0,0.9016144188472817,1
公示版-11班-2023-2024年度哈工大（深圳）基础学部2023级本科生综合测评表11班.xlsx,3839.454444,32313.14393280685,3,1,0.29571561767662646,0.0005109516506891565,1.0,0.0,0.3095906679481254,0
总的思路（部分已作废）.docx,510.0147222000001,690426.9244156039,1,3,0.039281445007176674,0.011570042971905734,0.0,1.0,0.4445771959294581,0
公示版-11班-2023-2024年度哈工大（深圳）基础学部2023级本科生综合测评表11班.xlsx,3623.454444,40527.139690656746,3,1,0.27907925062245564,0.0006489814745465253,1.0,0.0,0.34313946170418175,0
2023_微积分先修_试题.pdf,11184.70333,955847.4211578624,3,1,0.8614482869902157,0.016030228427742776,1.0,0.0,-0.7908361171249457,0
入团申请书 陈韬之.docx,10025.63083,33456.05833992471,1,3,0.7721762705439407,0.0005301574402889093,0.0,1.0,-1.0432922262073034,0
微信图片_20240523222330.jpg,6616.282778,94828.66936421311,3,3,0.5095875408749858,0.0015614765374839126,1.0,1.0,0.3839478713249963,0
Client_Mac.py,0.0,17247.64201726668,1,1,0.0,0.00025778758328170125,0.0,0.0,0.0005155751665634025,0
祖国或以梦为马朗诵稿.docx,6552.621944,32295.83085981718,1,3,0.5046843695722144,0.0005106607179341802,0.0,1.0,-0.5083474177085605,0
华萌奖学金申请审批表.doc,1701.7025,117376.33794941066,3,3,0.13106549725463013,0.00194037260889165,1.0,1.0,1.141749750708523,1
correlation analysis.py,554.7808333,3644.3343211286656,1,3,0.04272934063609977,2.9194554927493963e-05,0.0,1.0,0.41459970783765543,0
入团申请书 陈韬之.docx,10193.63083,26549.313361603137,3,3,0.7851156671416291,0.00041409495122876887,1.0,1.0,-0.1694031443808005,0
app.py,0.0,27155.86931949546,1,3,0.0,0.0004242876533551978,0.0,1.0,0.5008485753067103,0
微信图片_20240523222330.jpg,6592.282778,125100.61635723674,1,1,0.5077390556467446,0.002070173112749786,0.0,0.0,-1.0113377650679896,0
微信图片_20231225205230.jpg,10193.7975,23147.92108305483,3,1,0.785128504101337,0.00035693719379638225,1.0,0.0,-0.6695431338150813,0
QQ图片20240505150924.gif,7031.516389,248282.11250029012,1,3,0.5415689240501006,0.004140142554706677,0.0,1.0,-0.5748575629907879,0
总的思路（部分已作废）.docx,582.0147222,712341.2286911083,3,1,0.04482690069190027,0.011938295847640897,1.0,0.0,0.8342227903114813,1
2022秋集合论与图论.pdf,1577.641667,201690.54922151245,3,3,0.12151030487113852,0.0033572074933556676,1.0,1.0,1.1636938052444343,1
2023_微积分先修_试题解答.pdf,11228.04306,1814292.804209493,3,1,0.8647863224360891,0.030455736853474476,1.0,0.0,-0.7686611711652293,0
edit.html,0.0,10514.121455804774,1,1,0.0,0.0001446359961080252,0.0,0.0,0.0002892719922160504,0
华萌奖学金答辩演讲稿.docx,1489.841111,29002.366756498035,1,1,0.11474788692124833,0.0004553166097238415,0.0,0.0,-0.228585140623049,0
微信图片_20240523222330.jpg,6520.282778,95355.07543588564,3,1,0.5021935999620211,0.0015703223829764633,1.0,0.0,-0.10124655515808911,0
Client_Mac.py,0.0,22706.11120192913,1,3,0.0,0.00034951292163116403,0.0,1.0,0.5006990258432623,0
QQ图片20240627201539.jpg,5586.411389,73138.86806035368,3,1,0.430266622143538,0.001196996259951274,1.0,0.0,0.041860748232826595,0
微信图片_20231220095010.jpg,10276.93028,130557.70636937596,3,3,0.7915314089268631,0.0021618752751753666,1.0,1.0,-0.1787390673033754,0
2023_微积分B_先修_回忆版试卷_参考答案.pdf,6354.196944,381149.2047035134,1,3,0.48940163284664107,0.00637287092149759,0.0,1.0,-0.466057523850287,0
华萌奖学金答辩演讲稿.docx,1393.841111,34715.97161253058,3,3,0.10735394600828353,0.000551329305020779,1.0,1.0,1.1863947665934744,1
QQ图片20240505150936.gif,6887.513056,100678.06858892848,1,3,0.5304777559722672,0.0016597711517570316,0.0,1.0,-0.5576359696410202,0
11班.xlsx,4553.808889,20973.6401168616,1,1,0.3507353526479157,0.000320400089611337,0.0,0.0,-0.7008299051166088,0
祖国或以梦为马朗诵稿.docx,6720.621944,43444.499942566894,3,1,0.5176237661699028,0.0006980054494268159,1.0,0.0,-0.13385152144095203,0
2023_微积分B_先修_回忆版试卷_参考答案.pdf,6258.196944,619231.3954247402,1,1,0.4820076919336762,0.010373657361814614,0.0,0.0,-0.9432680691437232,0
入团申请书 陈韬之.docx,10193.63083,28587.398830904065,3,1,0.7851156671416291,0.0004483433957893864,1.0,0.0,-0.6693346474916794,0
2023_微积分B_先修_回忆版试卷_参考答案.pdf,6306.196944,501974.3385545171,1,1,0.48570466239015864,0.008403243523901096,0.0,0.0,-0.9546028377325151,0
Client_Win.py,46.674166670000005,10253.364967204188,1,3,0.0035948544845817846,0.0001402541856892886,0.0,1.0,0.493090799402215,0
2023年秋数理逻辑期末考试回忆版试题.pdf,1481.643889,3351788.599704128,1,3,0.11411653509709775,0.056292160451667406,0.0,1.0,0.38435125070913934,0
pie-simple.png,443.7508333,239721.26835957004,1,3,0.03417778584894891,0.003996284212962988,0.0,1.0,0.43963699672802814,0
Client_Mac.py,0.0,17524.51873780062,3,3,0.0,0.00026244028168722244,1.0,1.0,1.4005248805633745,1
微积分B2023年期末试题（哈工大）.pdf,5466.550278,1099713.9172085477,1,1,0.421034893263368,0.01844779323959154,0.0,0.0,-0.8051742000475529,0
QQ图片20240622203752.jpg,5730.040833,93884.8199053227,1,3,0.44132899320914204,0.001545615879845514,0.0,1.0,-0.379566754658593,0
公示版-11班-2023-2024年度哈工大（深圳）基础学部2023级本科生综合测评表11班.xlsx,3815.454444,48421.76139812087,3,3,0.29386713244838525,0.0007816444653522416,1.0,1.0,0.813829024033934,1
入团申请书 陈韬之.docx,10217.63083,33907.89043557313,1,3,0.7869641523698703,0.0005377501279909762,0.0,1.0,-1.0728528044837586,0
medal variation.py,596.8341667,5193.920877061988,3,3,0.045968297535608195,5.5234154371262254e-05,1.0,1.0,1.308173873237526,1
medal variation.py,644.8341667,5406.669366724024,1,1,0.049665267992090596,5.880922762667612e-05,0.0,0.0,-0.09921291752892784,0
微信图片_20240627151659.jpg,5807.388889,866197.282180071,1,1,0.44728635733202426,0.014523727419379422,0.0,0.0,-0.8655252598252897,0
微信图片_20230903150413.jpg,12767.60389,29082.9539295505,3,3,0.9833636329458292,0.0004566708146235657,1.0,1.0,-0.5658139242624114,0
名帅效应的影响.png,594.5038889,2521163.5478708823,1,1,0.0457888190318166,0.04233415110079918,0.0,0.0,-0.006909335862034835,0
微信图片_20250127145917.png,671.685,616831.3281912203,3,3,0.05173332502213297,0.010333326094639075,1.0,1.0,1.3172000021450123,1
计算机与电子通信11班 大学物理作业成绩.xls,5876.332222,46815.97340981421,1,3,0.4525963878585332,0.0007546604444551738,0.0,1.0,-0.40368345482815604,0
QQ图片20240622203752.jpg,5826.040833,127708.93934892652,1,3,0.44872293412210684,0.002114003956314807,0.0,1.0,-0.3932178603315841,0
Our Work.jpg,484.1511111,3792629.557162021,3,1,0.03728942404603811,0.06370015060662636,1.0,0.0,0.9528214531211765,1
微信图片_20230903150413.jpg,12791.60389,31582.22202934645,1,3,0.9852121181740704,0.0004986690753674302,0.0,1.0,-1.469426898197406,0
21计科-集合论与图论期末-v0.8.pdf,1433.638056,627627.0880237366,3,3,0.11041911538168468,0.01051474046007317,1.0,1.0,1.2001912501567769,1
MAE and RMSE.png,531.185,180687.2144348116,3,1,0.0409119844151376,0.003004262752879623,1.0,0.0,0.8241845566754841,1
入团申请书 陈韬之.docx,10073.63083,50959.799722218944,3,3,0.7758732410004231,0.0008242942296260681,1.0,1.0,-0.15009789354159409,0
微信图片_20231225205254.jpg,10097.79111,36783.397433956416,3,1,0.7777340710291802,0.0005860707914279112,1.0,0.0,-0.6542960004755046,0
QQ图片20240627201539.jpg,5586.411389,70253.59067662912,3,3,0.430266622143538,0.0011485114127714406,1.0,1.0,0.5417637785384669,0
23级基础学部本科生2023-2024年度学业奖学金公示.xlsx,3784.278889,64984.46810336318,1,1,0.2914659844108969,0.0010599678972752552,0.0,0.0,-0.5808120330272433,0
计算机与电子通信11班 大学物理作业成绩.xls,5804.332222,41556.24703215869,3,3,0.4470509321738096,0.000666274824733867,1.0,1.0,0.5072306853018486,0
summerOly_athletes.csv,1507.721389,49131998.65113526,3,1,0.1161250298279086,0.8255930605055118,1.0,0.0,2.3189360613552066,1
2025_MCM_Problem_C.pdf,606.4858333,12135055.45807858,1,3,0.0467116709996919,0.20388814334404687,0.0,1.0,0.8143529446887099,1
Data processing.py,502.3152778,31415.61291686896,3,3,0.03868843212221564,0.0004958693385369937,1.0,1.0,1.3236148744326428,1
祖国或以梦为马朗诵稿.docx,6576.621944,32970.81339818767,1,1,0.5065328548004556,0.0005220032756399157,0.0,0.0,-1.0120217030496315,0
微积分春季期末试题集答案.pdf,5885.129722,7647596.572283304,1,3,0.45327397322501034,0.12847987946935965,0.0,1.0,-0.14958818751130143,0
计算机与电子通信11班 大学物理作业成绩.xls,5756.332222,45181.161218617686,3,3,0.44335396171732716,0.0007271886943541241,1.0,1.0,0.5147464539540539,0
2023_微积分先修_试题.pdf,11304.70333,1062592.8346747227,3,3,0.8706907131314217,0.017824002257152572,1.0,1.0,-0.30573342174853824,0
2023311B26-陈韬之-华萌奖学金答辩ppt.pptx,0.0,15669584.305899134,3,3,0.0,0.26328315749622916,1.0,1.0,1.9265663149924583,1
edit.html,0.0,6594.637955235616,1,1,0.0,7.877211777835845e-05,0.0,0.0,0.0001575442355567169,0
QQ图片20240622203752.jpg,5898.040833,82949.57017071273,3,3,0.45426838980683043,0.001361857494864359,1.0,1.0,0.49418693537606784,0
微信图片_20240523222330.jpg,6640.282778,107687.30549978912,1,3,0.511436026103227,0.0017775559381998617,0.0,1.0,-0.5193169403300544,0
base_style.html,0.0,7058.1769334927885,1,3,0.0,8.656153055699498e-05,0.0,1.0,0.5001731230611139,0
微积分春季期末试题集答案.pdf,5933.129722,8540958.260480633,1,3,0.4569709436814927,0.14349212930464283,0.0,1.0,-0.12695762875369976,0
base.html,0.0,14345.034367187494,3,3,0.0,0.00020901151442573746,1.0,1.0,1.4004180230288514,1
微积分春季期末试题集答案.pdf,5813.129722,9230190.355047652,3,3,0.4477285175402867,0.15507413974323034,1.0,1.0,0.8146912444058872,1
2023_微积分B_先修_回忆版试卷_参考答案.pdf,6402.196944,496972.7291320628,1,3,0.49309860330312344,0.008319195359288283,0.0,1.0,-0.46955881588767034,0
公示版-11班-2023-2024年度哈工大（深圳）基础学部2023级本科生综合测评表11班.xlsx,3647.454444,31626.579848238416,3,3,0.28092773585069686,0.0004994144740879619,1.0,1.0,0.8391433572467822,1
微信图片_20240122224337.jpg,9519.947778,259336.9711087741,3,1,0.7332284517191937,0.004325910873985256,1.0,0.0,-0.5578050816904169,0
微信图片_20240523222330.jpg,6472.282778,119559.65069351689,1,1,0.49849662950553864,0.0019770614850949915,0.0,0.0,-0.9930391360408873,0
data_2028.py,647.5044444,5668.655804403498,3,1,0.04987093336224693,6.321170638512426e-05,1.0,0.0,0.8003845566882763,1
correlation analysis.py,458.7808333,4638.891195050631,3,3,0.03533539972313496,4.5907311321650946e-05,1.0,1.0,1.3294210151763735,1
Data processing.py,526.3152778,29416.973196899675,3,3,0.04053691735045684,0.0004622837491801867,1.0,1.0,1.3198507327974467,1
QQ图片20240505150936.gif,6863.513056,123335.78152575275,1,3,0.5286292707440261,0.0020405164330888205,0.0,1.0,-0.5531775086218746,0
backup.html,0.0,9801.301708691952,1,3,0.0,0.00013265761347469986,0.0,1.0,0.5002653152269494,0
进步退步.py,572.5622222,7740.929039485117,3,1,0.04409886708273568,9.803464981668122e-05,1.0,0.0,0.811998335134162,1
11班-23级德育成绩单活动记录1030-班长 (1).xlsx,5665.901389,19426.066289798036,1,1,0.4363889592599085,0.00029439431251415324,0.0,0.0,-0.8721891298947887,0
微信图片_20230903150413.jpg,12887.60389,19587.22088728387,1,1,0.9926060590870353,0.00029710239045338473,0.0,0.0,-1.9846179133931638,0
Data processing2.py,669.8238889,3579.519660523404,3,3,0.05158998183978024,2.810539485845331e-05,1.0,1.0,1.2968762471101565,1
2023_微积分先修_试题.pdf,11328.70333,1289184.9746120938,3,3,0.8725391983596629,0.021631707311435017,1.0,1.0,-0.30181498209645563,0
微信图片_20240627151659.jpg,5591.388889,587198.0418559143,1,1,0.43064999027785344,0.00983536171606385,0.0,0.0,-0.8416292571235792,0
华萌奖学金答辩演讲稿.docx,1273.841111,33480.841651507246,3,3,0.09811151986707752,0.0005305739046058126,1.0,1.0,1.2048381080750565,1
backup.html,0.0,12923.465516012033,1,1,0.0,0.00018512315315633336,0.0,0.0,0.0003702463063126667,0
计算机与电子通信11班 大学物理作业成绩.xls,5828.332222,76827.9840376223,1,3,0.44889941740205075,0.001258988990839302,0.0,1.0,-0.39528085682242287,0
QQ图片20240622203752.jpg,5922.040833,136547.63811219644,1,3,0.45611687503507164,0.0022625314293484478,0.0,1.0,-0.4077086872114464,0
华萌奖学金答辩演讲稿.docx,1417.841111,51755.66251412155,3,3,0.10920243123652473,0.0008376680861776699,1.0,1.0,1.1832704736993058,1
电子签名.jpg,1705.415556,29331.07200255014,1,1,0.1313514776366148,0.00046084024627675844,0.0,0.0,-0.2617812747806761,0
电子签名.jpg,1777.415556,47404.841033697776,3,3,0.1368969333213384,0.0007645559078564396,1.0,1.0,1.127735245173036,1
电子签名.jpg,1633.415556,41658.68947288207,1,1,0.1258060219518912,0.0006679962904450045,0.0,0.0,-0.2502760513228924,0
monitor.html,0.0,27158.71862356172,1,1,0.0,0.0004243355336986964,0.0,0.0,0.0008486710673973928,0
11班-23级德育成绩单活动记录1030-班长 (1).xlsx,5689.901389,32940.386159929,1,3,0.4382374444881497,0.0005214919695154517,0.0,1.0,-0.37543190503726853,0
新建 Microsoft PowerPoint 演示文稿.pptx,474.5019444,1768379.145981466,1,1,0.036546243124797,0.029684193460381595,0.0,0.0,-0.013724099328830806,0
backup_now.html,0.0,6175.752451596402,3,3,0.0,7.173307198527168e-05,1.0,1.0,1.4001434661439704,1
QQ图片20240627201539.jpg,5754.411389,57984.42374448203,3,3,0.4432060187412264,0.000942337584534133,1.0,1.0,0.5154726376866156,0
23级基础学部本科生2023-2024年度学业奖学金公示.xlsx,3736.278889,91628.26785828908,1,1,0.2877690139544145,0.001507696273997243,0.0,0.0,-0.5725226353608346,0
新建 Microsoft PowerPoint 演示文稿.pptx,618.5019444,1877371.59558342,1,1,0.0476371544942442,0.03151572698728457,0.0,0.0,-0.03224285501391927,0
21计科-集合论与图论期末-v0.8.pdf,1649.638056,745127.2568030746,1,1,0.1270554824358555,0.012489239604941063,0.0,0.0,-0.22913248566182884,0
团课心得.docx,6479.095278,37376.08334784518,3,3,0.4990213297395967,0.000596030418229353,1.0,1.0,0.4031494013572654,0
微信图片_20240122224337.jpg,9471.947778,171620.1038313876,1,3,0.7295314812627113,0.0028518969961418205,0.0,1.0,-0.9533591685331388,0
微积分B2023年期末试题（哈工大）.pdf,5586.550278,1441827.3002852283,1,3,0.43027731940457403,0.02419674312919845,0.0,1.0,-0.31216115255075116,0
计算机与电子通信11班 大学物理作业成绩.xls,5852.332222,62575.574504036005,3,1,0.45074790263029196,0.0010194883098724357,1.0,0.0,0.0005431713591609322,0
base.html,0.0,8499.907704575644,1,1,0.0,0.00011078869724284751,0.0,0.0,0.00022157739448569502,0
flow chart.jpg,564.1986111,2584419.3822877044,3,3,0.043454699933856346,0.04339711630554264,1.0,1.0,1.3998848327433726,1
名帅效应的影响.png,618.5038889,2914552.401153219,3,3,0.0476373042600578,0.04894474547249955,1.0,1.0,1.4026148824248836,1
11班-23级德育成绩单活动记录1030-班长 (1).xlsx,5593.901389,29979.510042698075,1,1,0.4308435035751849,0.00047173674429095585,0.0,0.0,-0.8607435336617879,0
2025_MCM_Problem_C.pdf,750.4858333,10248642.054229893,1,1,0.05780258236913911,0.1721884301311962,0.0,0.0,0.22877169552411417,0
QQ图片20240505150936.gif,6887.513056,199900.65760777317,1,3,0.5304777559722672,0.0033271297539153827,0.0,1.0,-0.5543012524367037,0
23级基础学部本科生2023-2024年度学业奖学金公示.xlsx,3664.278889,116377.91567658709,1,1,0.28222355826969087,0.001923594897468874,0.0,0.0,-0.560599926744444,0
23级基础学部本科生2023-2024年度学业奖学金公示.xlsx,3640.278889,83192.35290663848,1,1,0.2803750730414497,0.0013659372703187615,0.0,0.0,-0.5580182715422619,0
