File Name,Last Modified Time,File Size (Bytes),File Type Value,Permissions Value
公示版-11班-2023-2024年度哈工大（深圳）基础学部2023级本科生综合测评表11班.xlsx,3815.454444,48421.76139812087,3,3
入团申请书 陈韬之.docx,10217.63083,33907.89043557313,1,3
medal variation.py,596.8341667,5193.920877061988,3,3
medal variation.py,644.8341667,5406.669366724024,1,1
微信图片_20240627151659.jpg,5807.388889,866197.282180071,1,1
微信图片_20230903150413.jpg,12767.60389,29082.9539295505,3,3
名帅效应的影响.png,594.5038889,2521163.5478708823,1,1
微信图片_20250127145917.png,671.685,616831.3281912203,3,3
计算机与电子通信11班 大学物理作业成绩.xls,5876.332222,46815.973409814214,1,3
QQ图片20240622203752.jpg,5826.040833,127708.93934892652,1,3
Our Work.jpg,484.1511111,3792629.557162021,3,1
微信图片_20230903150413.jpg,12791.60389,31582.222029346452,1,3
21计科-集合论与图论期末-v0.8.pdf,1433.638056,627627.0880237366,3,3
MAE and RMSE.png,531.185,180687.2144348116,3,1
入团申请书 陈韬之.docx,10073.63083,50959.799722218944,3,3
微信图片_20231225205254.jpg,10097.79111,36783.397433956416,3,1
QQ图片20240627201539.jpg,5586.411389,70253.59067662912,3,3
23级基础学部本科生2023-2024年度学业奖学金公示.xlsx,3784.278889,64984.46810336318,1,1
计算机与电子通信11班 大学物理作业成绩.xls,5804.332222,41556.24703215869,3,3
summerOly_athletes.csv,1507.721389,49131998.65113526,3,1
2025_MCM_Problem_C.pdf,606.4858333,12135055.45807858,1,3
Data processing.py,502.3152778,31415.61291686896,3,3
祖国或以梦为马朗诵稿.docx,6576.621944,32970.81339818767,1,1
微积分春季期末试题集答案.pdf,5885.129722,7647596.572283304,1,3
计算机与电子通信11班 大学物理作业成绩.xls,5756.332222,45181.161218617686,3,3
2023_微积分先修_试题.pdf,11304.70333,1062592.8346747227,3,3
2023311B26-陈韬之-华萌奖学金答辩ppt.pptx,0.0,15669584.305899134,3,3
edit.html,0.0,6594.637955235616,1,1
QQ图片20240622203752.jpg,5898.040833,82949.57017071273,3,3
微信图片_20240523222330.jpg,6640.282778,107687.30549978913,1,3
base_style.html,0.0,7058.1769334927885,1,3
微积分春季期末试题集答案.pdf,5933.129722,8540958.260480633,1,3
base.html,0.0,14345.034367187494,3,3
微积分春季期末试题集答案.pdf,5813.129722,9230190.355047652,3,3
2023_微积分B_先修_回忆版试卷_参考答案.pdf,6402.196944,496972.7291320628,1,3
公示版-11班-2023-2024年度哈工大（深圳）基础学部2023级本科生综合测评表11班.xlsx,3647.454444,31626.579848238416,3,3
微信图片_20240122224337.jpg,9519.947778,259336.9711087741,3,1
微信图片_20240523222330.jpg,6472.282778,119559.65069351689,1,1
data_2028.py,647.5044444,5668.655804403498,3,1
correlation analysis.py,458.78083330000004,4638.891195050631,3,3
Data processing.py,526.3152778,29416.973196899675,3,3
QQ图片20240505150936.gif,6863.513056,123335.78152575277,1,3
backup.html,0.0,9801.301708691952,1,3
进步退步.py,572.5622222,7740.929039485117,3,1
11班-23级德育成绩单活动记录1030-班长 (1).xlsx,5665.901389,19426.066289798033,1,1
微信图片_20230903150413.jpg,12887.60389,19587.22088728387,1,1
Data processing2.py,669.8238889,3579.519660523404,3,3
2023_微积分先修_试题.pdf,11328.70333,1289184.9746120938,3,3
微信图片_20240627151659.jpg,5591.388889,587198.0418559143,1,1
华萌奖学金答辩演讲稿.docx,1273.841111,33480.841651507246,3,3
backup.html,0.0,12923.465516012031,1,1
计算机与电子通信11班 大学物理作业成绩.xls,5828.332222,76827.9840376223,1,3
QQ图片20240622203752.jpg,5922.040833,136547.63811219644,1,3
华萌奖学金答辩演讲稿.docx,1417.841111,51755.66251412155,3,3
电子签名.jpg,1705.415556,29331.07200255014,1,1
电子签名.jpg,1777.415556,47404.841033697776,3,3
电子签名.jpg,1633.415556,41658.68947288207,1,1
monitor.html,0.0,27158.71862356172,1,1
11班-23级德育成绩单活动记录1030-班长 (1).xlsx,5689.901389,32940.386159929,1,3
新建 Microsoft PowerPoint 演示文稿.pptx,474.50194439999996,1768379.145981466,1,1
backup_now.html,0.0,6175.752451596402,3,3
QQ图片20240627201539.jpg,5754.411389,57984.42374448203,3,3
23级基础学部本科生2023-2024年度学业奖学金公示.xlsx,3736.278889,91628.26785828907,1,1
新建 Microsoft PowerPoint 演示文稿.pptx,618.5019444,1877371.5955834202,1,1
21计科-集合论与图论期末-v0.8.pdf,1649.638056,745127.2568030746,1,1
团课心得.docx,6479.095278,37376.08334784518,3,3
微信图片_20240122224337.jpg,9471.947778,171620.1038313876,1,3
微积分B2023年期末试题（哈工大）.pdf,5586.550278,1441827.3002852283,1,3
计算机与电子通信11班 大学物理作业成绩.xls,5852.332222,62575.574504036005,3,1
base.html,0.0,8499.907704575644,1,1
flow chart.jpg,564.1986111,2584419.3822877044,3,3
名帅效应的影响.png,618.5038889,2914552.401153219,3,3
11班-23级德育成绩单活动记录1030-班长 (1).xlsx,5593.901389,29979.510042698075,1,1
2025_MCM_Problem_C.pdf,750.4858333,10248642.054229893,1,1
QQ图片20240505150936.gif,6887.513056,199900.65760777314,1,3
23级基础学部本科生2023-2024年度学业奖学金公示.xlsx,3664.278889,116377.91567658707,1,1
23级基础学部本科生2023-2024年度学业奖学金公示.xlsx,3640.278889,83192.35290663848,1,1
11班.xlsx,4577.808889,35179.01483200861,1,3
入团申请书 陈韬之.docx,10217.63083,37386.18808287614,1,1
Data processing2.py,693.8238889,6783.251027951615,1,3
data_2028.py,527.5044444,4967.260427529214,3,3
correlation analysis.py,602.7808333,3818.9615366314,3,1
微信图片_20240627151659.jpg,5807.388889,804502.291014972,3,3
微信图片_20230903150413.jpg,12767.60389,30412.37666191558,1,1
backup_now.html,0.0,6587.466586242485,3,1
QQ图片20240622203752.jpg,5802.040833,133973.6034674591,3,1
QQ图片20240505150936.gif,6935.513056,193534.84405855663,1,3
monitor.html,0.0,24004.562439404024,1,1
2023_微积分先修_试题.pdf,11232.70333,948831.3265693996,3,1
计算机与电子通信11班 大学物理作业成绩.xls,5780.332222,63097.01153382214,1,3
2023311B21-唐梓涵-国家奖学金答辩ppt.pptx,0.0,20601152.095502153,1,1
新建 Microsoft PowerPoint 演示文稿.pptx,618.5019444,1381699.01157389,1,3
微信图片_20231225205254.jpg,10241.79111,20341.399247716363,1,1
base_style.html,46.674166670000005,6549.308029612649,3,1
微信图片_20240627151659.jpg,5759.388889,466510.4027920576,3,3
Data processing.py,670.3152778,16676.259568907913,3,3
2023311B26-陈韬之-华萌奖学金答辩ppt.pptx,0.0,17390252.905098483,3,1
QQ图片20240622203752.jpg,5778.040833,114462.15646196241,3,3
backup_now.html,0.0,6964.2630530138085,3,1
祖国或以梦为马朗诵稿.docx,6504.621944,36279.64376504268,1,1
flow chart.jpg,444.1986111,2464141.496106523,3,1
微积分B2023年期末试题（哈工大）.pdf,5562.550278,1092578.434694157,1,1
总的思路（部分已作废）.docx,534.0147222,403515.9332126306,3,3
2023_微积分先修_试题.pdf,11232.70333,1168842.2581637288,3,1
Client_Mac.py,0.0,19181.58229590918,1,1
进步退步.py,548.5622222,5942.042338811127,1,3
base_style.html,0.0,9708.298572227752,3,1
backup.html,0.0,11333.110661308096,3,3
2023311B21-唐梓涵-国家奖学金答辩ppt.pptx,0.0,16077066.394116664,1,1
11班-23级德育成绩单活动记录1030-班长 (1).xlsx,5713.901389,28108.73450050185,1,1
monitor.html,0.0,22532.943246000606,3,3
flow chart.jpg,660.1986111,2484185.9516314,3,3
微积分春季期末试题集答案.pdf,5885.129722,5330708.153821375,1,3
Client_Mac.py,0.0,21575.22023359662,1,3
微信图片_20250127145917.png,671.685,558496.3174822162,3,3
2023_微积分B_先修_回忆版试卷_参考答案.pdf,6426.196944,340534.6742268869,3,3
23级基础学部本科生2023-2024年度学业奖学金公示.xlsx,3688.278889,77425.87358071395,1,1
login.html,22.674166670000005,11527.220306534366,1,3
QQ图片20240505150936.gif,6863.513056,197359.21077602336,3,3
微积分B2023年期末试题（哈工大）.pdf,5586.550278,901044.0421589575,3,1
2023年秋数理逻辑期末考试回忆版试题.pdf,1577.643889,2432617.4734345954,1,3
2022秋集合论与图论.pdf,1481.641667,277248.89658606413,3,1
2023_微积分B_先修_回忆版试卷_参考答案.pdf,6282.196944,611956.0801244295,1,3
backup.html,0.0,8770.710084166532,1,1
微信图片_20240627151659.jpg,5807.388889,564570.0398490216,3,3
华萌奖学金答辩演讲稿.docx,1441.841111,48776.46442261243,1,1
2023年秋数理逻辑期末考试回忆版试题.pdf,1649.643889,2732125.848776409,1,1
微信图片_20231220095010.jpg,10228.93028,132362.98796272354,3,1
微信图片_20240627151659.jpg,5735.388889,658338.9814161538,3,3
base.html,22.674166670000005,12369.423422389766,3,1
11班.xlsx,4409.808889,18092.867602034046,1,1
2023311B26-陈韬之-华萌奖学金答辩ppt.pptx,0.0,19569427.628042568,1,1
计算机与电子通信11班 大学物理作业成绩.xls,5924.332222,43013.10969035831,3,1
微信图片_20231220095010.jpg,10228.93028,95371.11449111321,3,1
Client_Mac.py,0.0,21255.77498651075,3,1
微信图片_20250127145917.png,599.685,682578.738038771,3,3
微信图片_20240122224337.jpg,9351.947778,142666.34630846727,1,3
2023311B26-陈韬之-华萌奖学金答辩ppt.pptx,0.0,30681521.91717387,3,1
Data processing2.py,597.8238889,4173.485315269163,1,1
pie-simple.png,659.7508333,338774.24097703316,3,1
2023_微积分先修_试题解答.pdf,11204.04306,1793462.695284875,1,1
